Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer clip_vit_g_14_laion2b,True Label
n02094433\misc_50.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03223299,n02094433
n02094433\misc_51.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n02423022,n02094433
n02094433\misc_52.jpg,Yorkshire terrier,silky terrier,soft-coated wheaten terrier,silky terrier,Lhasa,English setter,n02233338,n02094433
n02094433\misc_53.jpg,book jacket,zebra,book jacket,zebra,zebra,book jacket,n03100240,n02094433
n02094433\misc_54.jpg,Border terrier,Norwich terrier,Norwich terrier,honeycomb,Norfolk terrier,jigsaw puzzle,n03032252,n02094433
n02094433\misc_55.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03223299,n02094433
n02094433\misc_56.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03733131,n02094433
n02094433\misc_57.jpg,swab,stole,washbasin,swab,dining table,apron,n04200800,n02094433
n02094433\misc_58.jpg,Australian terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n04525305,n02094433
n02094433\misc_59.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Australian terrier,Australian terrier,Yorkshire terrier,n02701002,n02094433
n02094433\misc_6.jpg,Yorkshire terrier,Yorkshire terrier,silky terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03223299,n02094433
n02094433\misc_60.jpg,feather boa,web site,feather boa,feather boa,feather boa,screen,n13040303,n02094433
n02094433\misc_7.jpg,Yorkshire terrier,Yorkshire terrier,silky terrier,Yorkshire terrier,Yorkshire terrier,silky terrier,n02233338,n02094433
n02094433\misc_8.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03223299,n02094433
n02094433\misc_9.jpg,book jacket,comic book,comic book,book jacket,comic book,book jacket,n10148035,n02094433
n02094433\sketch_0.jpg,Yorkshire terrier,silky terrier,Yorkshire terrier,cairn,Yorkshire terrier,cairn,n12267677,n02094433
n02094433\sketch_1.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Tibetan terrier,n03223299,n02094433
n02094433\sketch_10.jpg,paper towel,handkerchief,envelope,envelope,handkerchief,handkerchief,n02701002,n02094433
n02094433\sketch_11.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Tibetan terrier,Yorkshire terrier,affenpinscher,n03100240,n02094433
n02094433\sketch_12.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,bolo tie,n03100240,n02094433
n02094433\sketch_13.jpg,mask,Yorkshire terrier,zebra,shower curtain,zebra,drumstick,n02233338,n02094433
n02094433\sketch_14.jpg,Yorkshire terrier,Yorkshire terrier,cairn,cairn,affenpinscher,Norfolk terrier,n12267677,n02094433
n02094433\sketch_15.jpg,Yorkshire terrier,affenpinscher,Yorkshire terrier,affenpinscher,affenpinscher,Yorkshire terrier,n02701002,n02094433
n02094433\sketch_16.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,zebra,Yorkshire terrier,Tibetan terrier,n02423022,n02094433
n02094433\sketch_17.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,hair slide,n03100240,n02094433
n02094433\sketch_18.jpg,West Highland white terrier,West Highland white terrier,Norwich terrier,cairn,West Highland white terrier,cairn,n13040303,n02094433
n02094433\sketch_19.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,quill,Yorkshire terrier,Yorkshire terrier,n12768682,n02094433
n02094433\sketch_2.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,cairn,Yorkshire terrier,Yorkshire terrier,n12267677,n02094433
n02094433\sketch_20.jpg,Norfolk terrier,Yorkshire terrier,mask,wall clock,zebra,soft-coated wheaten terrier,n02233338,n02094433
n02094433\sketch_21.jpg,mask,mask,chambered nautilus,quill,chambered nautilus,zebra,n02233338,n02094433
n02094433\sketch_22.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Norfolk terrier,n03100240,n02094433
n02094433\sketch_23.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03223299,n02094433
n02094433\sketch_3.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Tibetan terrier,Yorkshire terrier,Tibetan terrier,n03100240,n02094433
n02094433\sketch_4.jpg,Norwich terrier,Norwich terrier,cairn,affenpinscher,cairn,affenpinscher,n04525305,n02094433
n02094433\sketch_5.jpg,mask,quill,zebra,vase,mask,zebra,n02423022,n02094433
n02094433\sketch_6.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Tibetan terrier,Yorkshire terrier,Tibetan terrier,n03197337,n02094433
n02094433\sketch_7.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,affenpinscher,Yorkshire terrier,Scotch terrier,n03223299,n02094433
n02094433\sketch_8.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Scottish deerhound,n03100240,n02094433
n02094433\sketch_9.jpg,cairn,cairn,cairn,cairn,cairn,Yorkshire terrier,n12267677,n02094433
n02094433\tattoo_0.jpg,coffee mug,Band Aid,Band Aid,cowboy boot,cup,vase,n02777292,n02094433
n02094433\tattoo_1.jpg,coffee mug,Band Aid,Band Aid,book jacket,mask,carton,n02777292,n02094433
n02094433\videogame_0.jpg,Norfolk terrier,Brabancon griffon,Yorkshire terrier,Brabancon griffon,briard,redbone,n02233338,n02094433
n02096585\misc_0.jpg,book jacket,Boston bull,Boston bull,book jacket,Boston bull,Boston bull,n03100240,n02096585
n02096585\misc_1.jpg,volcano,fountain,Saint Bernard,triceratops,mask,electric guitar,n02509815,n02096585
n02096585\misc_10.jpg,comic book,mask,mask,mask,mask,corkscrew,n03100240,n02096585
n02096585\misc_100.jpg,Boston bull,French bulldog,Boston bull,scuba diver,Boston bull,Boston bull,n13040303,n02096585
n02096585\misc_101.jpg,comic book,comic book,comic book,comic book,comic book,backpack,n02100877,n02096585
n02096585\misc_102.jpg,Boston bull,French bulldog,Boston bull,Boston bull,Boston bull,pug,n03100240,n02096585
n02096585\misc_103.jpg,Boston bull,Boston bull,Boston bull,sunglasses,Boston bull,Boston bull,n03777754,n02096585
n02096585\misc_104.jpg,Boston bull,toy terrier,Boston bull,Boston bull,Boston bull,pug,n03223299,n02096585
n02096585\misc_105.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Chihuahua,n12267677,n02096585
n02096585\misc_106.jpg,buckle,Band Aid,buckle,Band Aid,Band Aid,Boston bull,n03000247,n02096585
n02096585\misc_107.jpg,Boston bull,Boston bull,Boston bull,mask,Boston bull,ski mask,n03223299,n02096585
n02096585\misc_108.jpg,Boston bull,comic book,Boston bull,comic book,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_109.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_11.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_110.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n02701002,n02096585
n02096585\misc_111.jpg,bib,bib,bib,bib,pillow,abaya,n03223299,n02096585
n02096585\misc_112.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_113.jpg,Boston bull,Boston bull,Boston bull,book jacket,prayer rug,tray,n02007558,n02096585
n02096585\misc_114.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,dogsled,n03223299,n02096585
n02096585\misc_115.jpg,comic book,comic book,comic book,comic book,comic book,gasmask,n03777754,n02096585
n02096585\misc_116.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_117.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03777754,n02096585
n02096585\misc_118.jpg,handkerchief,handkerchief,handkerchief,handkerchief,handkerchief,puck,n03272010,n02096585
n02096585\misc_119.jpg,Boston bull,French bulldog,comic book,velvet,muzzle,pug,n03000247,n02096585
n02096585\misc_12.jpg,comic book,safety pin,comic book,backpack,comic book,pillow,n13040303,n02096585
n02096585\misc_120.jpg,mask,mask,mask,sundial,comic book,bolo tie,n03272010,n02096585
n02096585\misc_121.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03000247,n02096585
n02096585\misc_122.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03032252,n02096585
n02096585\misc_123.jpg,mask,pinwheel,mask,mask,mask,mask,n03223299,n02096585
n02096585\misc_124.jpg,mask,Boston bull,Boston bull,ski mask,muzzle,Boston bull,n03100240,n02096585
n02096585\misc_125.jpg,Boston bull,leatherback turtle,Boston bull,piggy bank,French bulldog,ocarina,n04070727,n02096585
n02096585\misc_126.jpg,mask,muzzle,muzzle,gasmask,muzzle,oxygen mask,n03100240,n02096585
n02096585\misc_127.jpg,Boston bull,Boston bull,Boston bull,Border collie,Boston bull,Great Dane,n03223299,n02096585
n02096585\misc_128.jpg,saltshaker,Boston bull,French bulldog,mask,mask,pitcher,n03223299,n02096585
n02096585\misc_129.jpg,Boston bull,Boston bull,Boston bull,Boston bull,French bulldog,plastic bag,n04200800,n02096585
n02096585\misc_13.jpg,jersey,comic book,jersey,corkscrew,Boston bull,ski mask,n13040303,n02096585
n02096585\misc_130.jpg,comic book,tray,comic book,comic book,comic book,Chihuahua,n02123045,n02096585
n02096585\misc_131.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03100240,n02096585
n02096585\misc_132.jpg,handkerchief,handkerchief,handkerchief,handkerchief,jersey,spindle,n03272010,n02096585
n02096585\misc_133.jpg,envelope,puck,jersey,wall clock,shield,toilet seat,n03100240,n02096585
n02096585\misc_134.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n12267677,n02096585
n02096585\misc_135.jpg,bottlecap,hair slide,pick,binder,pick,brassiere,n03000134,n02096585
n02096585\misc_136.jpg,Boston bull,plastic bag,pitcher,mask,pitcher,vase,n12267677,n02096585
n02096585\misc_137.jpg,Boston bull,Boston bull,Boston bull,Boston bull,packet,pencil box,n10565667,n02096585
n02096585\misc_138.jpg,comic book,safety pin,comic book,mask,ski mask,basenji,n13040303,n02096585
n02096585\misc_139.jpg,Boston bull,leatherback turtle,Boston bull,piggy bank,French bulldog,ocarina,n04070727,n02096585
n02096585\misc_14.jpg,Boston bull,Boston bull,Boston bull,Boston bull,French bulldog,dogsled,n03100240,n02096585
n02096585\misc_140.jpg,Boston bull,teddy,Boston bull,Boston bull,Cardigan,Boston bull,n03032252,n02096585
n02096585\misc_141.jpg,pillow,mask,pillow,mask,mask,mask,n03223299,n02096585
n02096585\misc_142.jpg,paintbrush,Chihuahua,Boston bull,mask,Boston bull,bib,n03000247,n02096585
n02096585\misc_143.jpg,studio couch,studio couch,toilet tissue,toilet tissue,studio couch,tabby,n03223299,n02096585
n02096585\misc_144.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,French horn,n12998815,n02096585
n02096585\misc_145.jpg,Boston bull,Boston bull,Boston bull,Boston bull,French bulldog,Boston bull,n03100240,n02096585
n02096585\misc_146.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,window screen,n04070727,n02096585
n02096585\misc_147.jpg,Boston bull,Boston bull,Boston bull,French bulldog,Boston bull,French bulldog,n03100240,n02096585
n02096585\misc_148.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_149.jpg,book jacket,book jacket,comic book,book jacket,book jacket,book jacket,n02777292,n02096585
n02096585\misc_15.jpg,handkerchief,handkerchief,handkerchief,Boston bull,Boston bull,Boston bull,n13040303,n02096585
n02096585\misc_150.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_151.jpg,French bulldog,French bulldog,Boston bull,guillotine,Boston bull,traffic light,n02100236,n02096585
n02096585\misc_152.jpg,Boston bull,mask,French bulldog,mask,French bulldog,pillow,n12267677,n02096585
n02096585\misc_153.jpg,piggy bank,Boston bull,comic book,comic book,book jacket,Chihuahua,n03223299,n02096585
n02096585\misc_154.jpg,Boston bull,Boston bull,Boston bull,mask,Boston bull,mask,n03028079,n02096585
n02096585\misc_155.jpg,mask,mask,mask,mask,mask,mask,n02130308,n02096585
n02096585\misc_156.jpg,pencil sharpener,birdhouse,birdhouse,birdhouse,mask,whistle,n03100240,n02096585
n02096585\misc_157.jpg,neck brace,coffee mug,wall clock,bib,loupe,cup,n13133613,n02096585
n02096585\misc_158.jpg,Boston bull,Boston bull,Boston bull,mask,Boston bull,sunglasses,n03100240,n02096585
n02096585\misc_159.jpg,Boston bull,Chihuahua,Boston bull,mask,Boston bull,Boston bull,n03000247,n02096585
n02096585\misc_16.jpg,tiger,Boston bull,tiger,book jacket,book jacket,swimming trunks,n12267677,n02096585
n02096585\misc_160.jpg,mask,mask,mask,mask,mask,pillow,n07583066,n02096585
n02096585\misc_161.jpg,Boston bull,bow tie,Boston bull,Boston bull,Boston bull,Boston bull,n02111129,n02096585
n02096585\misc_162.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Chihuahua,n03223299,n02096585
n02096585\misc_163.jpg,book jacket,ski mask,comic book,ski mask,ski mask,ski mask,n03223299,n02096585
n02096585\misc_164.jpg,coffee mug,coffee mug,cup,coffee mug,cup,cup,n04200800,n02096585
n02096585\misc_165.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n12768682,n02096585
n02096585\misc_166.jpg,Boston bull,Boston bull,Boston bull,Boston bull,bobsled,Boston bull,n02167151,n02096585
n02096585\misc_167.jpg,teddy,teddy,teddy,teddy,teddy,Scotch terrier,n02701002,n02096585
n02096585\misc_168.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_169.jpg,tray,wallet,lighter,pencil box,Band Aid,toyshop,n03223299,n02096585
n02096585\misc_17.jpg,book jacket,jersey,crash helmet,comic book,punching bag,puck,n07583066,n02096585
n02096585\misc_170.jpg,pillow,Boston bull,Boston bull,Boston bull,pillow,muzzle,n03223299,n02096585
n02096585\misc_171.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n02009229,n02096585
n02096585\misc_172.jpg,mask,mask,electric fan,mask,mask,electric fan,n03223299,n02096585
n02096585\misc_173.jpg,Boston bull,Chihuahua,Boston bull,Boston bull,Boston bull,Chihuahua,n02119789,n02096585
n02096585\misc_174.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_175.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_176.jpg,book jacket,sunglass,comic book,comic book,joystick,book jacket,n03127747,n02096585
n02096585\misc_177.jpg,Boston bull,Boston bull,Saint Bernard,mask,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_178.jpg,comic book,Boston bull,Boston bull,mask,Boston bull,Boston bull,n03777754,n02096585
n02096585\misc_179.jpg,muzzle,Siamese cat,Boston bull,hook,Boston bull,corkscrew,n03100240,n02096585
n02096585\misc_18.jpg,Boston bull,Boston bull,Boston bull,mask,Boston bull,mask,n03100240,n02096585
n02096585\misc_180.jpg,mask,Boston bull,mask,feather boa,mask,Boston bull,n03223299,n02096585
n02096585\misc_181.jpg,Boston bull,French bulldog,French bulldog,indigo bunting,Boston bull,snorkel,n03223299,n02096585
n02096585\misc_182.jpg,pillow,window screen,window screen,pillow,Christmas stocking,apron,n02701002,n02096585
n02096585\misc_183.jpg,Boston bull,boxer,boxer,Great Dane,French bulldog,French bulldog,n03100240,n02096585
n02096585\misc_184.jpg,comic book,comic book,comic book,comic book,pillow,comic book,n02111129,n02096585
n02096585\misc_185.jpg,Boston bull,bow tie,Boston bull,Boston bull,Boston bull,Boston bull,n13040303,n02096585
n02096585\misc_186.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,French bulldog,n07583066,n02096585
n02096585\misc_187.jpg,ski mask,ski mask,Italian greyhound,running shoe,Italian greyhound,Siberian husky,n02111129,n02096585
n02096585\misc_188.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_189.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n02701002,n02096585
n02096585\misc_19.jpg,Boston bull,Boston bull,Boston bull,boxer,Boston bull,kimono,n07583066,n02096585
n02096585\misc_190.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_191.jpg,Boston bull,Boston bull,Boston bull,French bulldog,Boston bull,mask,n03032252,n02096585
n02096585\misc_192.jpg,Boston bull,Boston bull,Boston bull,macaw,Boston bull,Boston bull,n03100240,n02096585
n02096585\misc_193.jpg,Boston bull,Boston bull,Boston bull,book jacket,Boston bull,mask,n03223299,n02096585
n02096585\misc_194.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,n03223299,n02096585
n02096585\misc_195.jpg,cowboy boot,pencil box,pencil box,safety pin,letter opener,carpenter's kit,n02701002,n02096585
n02096585\misc_196.jpg,Boston bull,mask,Boston bull,mask,Boston bull,rain barrel,n03223299,n02096585
n02096585\misc_197.jpg,Boston bull,comic book,Boston bull,comic book,Boston bull,Chihuahua,n03223299,n02096585
n02096585\misc_198.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Border collie,n13040303,n02096585
n02096585\misc_199.jpg,mask,mask,mask,mask,piggy bank,mask,n03032252,n02096585
n02096585\misc_2.jpg,Boston bull,toy terrier,comic book,Boston bull,comic book,Chihuahua,n03223299,n02096585
n02096585\misc_20.jpg,shield,wall clock,mask,mask,mask,pitcher,n03100240,n02096585
n02096585\misc_200.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Siamese cat,n02120079,n02096585
n02096585\misc_201.jpg,mask,mask,mask,mask,mask,jigsaw puzzle,n03000247,n02096585
n02096585\misc_202.jpg,Boston bull,French bulldog,Boston bull,Boston bull,Boston bull,Boston bull,n04228054,n02096585
n02096585\misc_203.jpg,mask,hatchet,mask,hatchet,hook,hook,n02701002,n02096585
n02096585\misc_21.jpg,book jacket,jersey,comic book,book jacket,comic book,comic book,n02111129,n02096585
n02096585\misc_22.jpg,Boston bull,Boston bull,French bulldog,bulletproof vest,toy terrier,Boston bull,n03032252,n02096585
n02096585\misc_23.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,French bulldog,n03223299,n02096585
n02096585\misc_24.jpg,jersey,web site,jersey,corkscrew,mailbag,hair slide,n13040303,n02096585
n02096585\misc_25.jpg,comic book,comic book,shield,comic book,shield,mask,n03032252,n02096585
n02096585\misc_26.jpg,teddy,teddy,bolo tie,Christmas stocking,Staffordshire bullterrier,Boston bull,n04200800,n02096585
n02096585\misc_27.jpg,Boston bull,French bulldog,Boston bull,French bulldog,Boston bull,pug,n13040303,n02096585
n02096585\misc_28.jpg,book jacket,Boston bull,book jacket,book jacket,Boston bull,French bulldog,n02111129,n02096585
n02096585\misc_29.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,joystick,n02111129,n02096585
n02096585\misc_3.jpg,Boston bull,Boston bull,Boston bull,mask,comic book,soccer ball,n03223299,n02096585
n02096585\misc_30.jpg,Boston bull,bow tie,Boston bull,can opener,mask,Boston bull,n02701002,n02096585
n02096585\misc_31.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,Mexican hairless,n03777754,n02096585
n02096585\misc_32.jpg,Boston bull,Boston bull,Boston bull,Boston bull,tray,screen,n02233338,n02096585
n02096585\misc_33.jpg,sidewinder,leatherback turtle,sidewinder,starfish,standard poodle,sea cucumber,n04200800,n02096585
n02096585\misc_34.jpg,ashcan,lighter,barbershop,doormat,ashcan,book jacket,n03272010,n02096585
n02096585\misc_35.jpg,Boston bull,Boston bull,Boston bull,Boston bull,Boston bull,saltshaker,n03223299,n02096585
