Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer google/vit-base-patch16-224-in21k,True Label
n02051845\deviantart_18.jpg,840,840,840,840,840,840,1,n02051845
n02051845\deviantart_19.jpg,144,144,144,144,144,144,1,n02051845
n02051845\deviantart_2.jpg,132,600,667,714,722,132,1,n02051845
n02051845\deviantart_20.jpg,144,144,144,144,144,144,1,n02051845
n02051845\deviantart_21.jpg,144,144,144,144,144,973,0,n02051845
n02051845\deviantart_22.jpg,423,836,541,836,836,828,1,n02051845
n02051845\deviantart_23.jpg,871,128,107,107,107,701,0,n02051845
n02051845\deviantart_24.jpg,144,144,144,144,144,144,1,n02051845
n02051845\deviantart_3.jpg,144,144,144,144,144,139,1,n02051845
n02051845\deviantart_4.jpg,813,813,813,813,813,451,1,n02051845
n02051845\deviantart_5.jpg,144,129,144,144,144,129,1,n02051845
n02051845\deviantart_6.jpg,725,836,463,901,684,849,0,n02051845
n02051845\deviantart_7.jpg,128,128,129,128,144,129,1,n02051845
n02051845\deviantart_8.jpg,144,144,146,144,144,21,1,n02051845
n02051845\deviantart_9.jpg,144,144,144,144,144,129,1,n02051845
n02051845\embroidery_0.jpg,721,66,721,646,721,539,0,n02051845
n02051845\embroidery_1.jpg,721,721,721,721,893,721,0,n02051845
n02051845\embroidery_2.jpg,591,591,591,591,591,136,0,n02051845
n02051845\embroidery_3.jpg,443,443,87,452,443,452,1,n02051845
n02051845\graffiti_0.jpg,144,438,600,484,546,696,1,n02051845
n02051845\graffiti_1.jpg,721,144,840,468,840,871,1,n02051845
n02051845\graffiti_2.jpg,144,723,749,576,723,486,1,n02051845
n02051845\misc_0.jpg,144,144,144,129,144,131,1,n02051845
n02051845\misc_1.jpg,99,144,144,21,91,91,1,n02051845
n02051845\misc_2.jpg,767,893,662,721,709,714,0,n02051845
n02051845\misc_3.jpg,96,144,144,144,96,393,1,n02051845
n02051845\origami_0.jpg,478,419,723,723,723,929,0,n02051845
n02051845\origami_1.jpg,549,723,549,723,723,327,1,n02051845
n02051845\origami_2.jpg,93,93,749,749,723,584,0,n02051845
n02051845\painting_0.jpg,144,144,144,144,144,723,0,n02051845
n02051845\painting_1.jpg,643,917,917,24,443,85,0,n02051845
n02051845\painting_10.jpg,144,144,144,144,144,144,1,n02051845
n02051845\painting_11.jpg,144,144,144,144,144,144,1,n02051845
n02051845\painting_12.jpg,144,144,144,144,144,144,1,n02051845
n02051845\painting_13.jpg,868,782,868,868,868,921,1,n02051845
n02051845\painting_14.jpg,144,144,144,144,144,144,1,n02051845
n02051845\painting_15.jpg,144,144,144,144,144,144,1,n02051845
n02051845\painting_16.jpg,144,144,144,144,144,144,0,n02051845
n02051845\painting_17.jpg,144,144,144,144,144,144,1,n02051845
n02051845\painting_18.jpg,144,144,144,144,144,475,1,n02051845
n02051845\painting_19.jpg,144,144,144,921,144,88,0,n02051845
n02051845\painting_2.jpg,144,144,144,144,144,1,0,n02051845
n02051845\painting_20.jpg,144,144,146,144,146,146,1,n02051845
n02051845\painting_21.jpg,144,144,144,144,144,361,0,n02051845
n02051845\painting_22.jpg,144,144,144,144,129,133,0,n02051845
n02051845\painting_3.jpg,112,129,980,112,144,849,1,n02051845
n02051845\painting_4.jpg,144,144,144,144,144,129,0,n02051845
n02051845\painting_5.jpg,144,144,144,144,144,406,1,n02051845
n02051845\painting_6.jpg,144,921,144,144,144,144,1,n02051845
n02051845\painting_7.jpg,868,692,591,591,692,591,0,n02051845
n02051845\painting_8.jpg,144,587,623,623,623,772,1,n02051845
n02051845\painting_9.jpg,144,144,144,144,144,395,1,n02051845
n02051845\sculpture_0.jpg,144,144,144,144,412,144,1,n02051845
n02051845\sculpture_1.jpg,144,684,719,83,719,80,1,n02051845
n02051845\sculpture_10.jpg,144,144,846,816,146,144,0,n02051845
n02051845\sculpture_2.jpg,840,840,840,840,840,840,1,n02051845
n02051845\sculpture_3.jpg,853,144,144,144,144,144,0,n02051845
n02051845\sculpture_4.jpg,87,519,87,519,87,96,1,n02051845
n02051845\sculpture_5.jpg,144,144,144,23,144,51,0,n02051845
n02051845\sculpture_6.jpg,134,525,144,99,132,460,1,n02051845
n02051845\sculpture_7.jpg,144,63,144,144,144,144,0,n02051845
n02051845\sculpture_8.jpg,51,51,51,51,51,369,1,n02051845
n02051845\sculpture_9.jpg,144,708,708,23,863,144,0,n02051845
n02051845\sketch_0.jpg,144,144,144,144,144,512,1,n02051845
n02051845\sketch_1.jpg,144,144,144,144,144,361,1,n02051845
n02051845\sketch_10.jpg,917,917,620,921,917,623,1,n02051845
n02051845\sketch_11.jpg,144,129,144,144,144,142,1,n02051845
n02051845\sketch_12.jpg,144,144,144,144,144,725,1,n02051845
n02051845\sketch_13.jpg,144,600,135,111,111,725,1,n02051845
n02051845\sketch_14.jpg,144,144,144,144,144,512,1,n02051845
n02051845\sketch_15.jpg,111,916,600,512,111,512,0,n02051845
n02051845\sketch_16.jpg,144,677,144,111,144,755,1,n02051845
n02051845\sketch_17.jpg,144,103,144,144,144,21,1,n02051845
n02051845\sketch_18.jpg,144,144,144,144,144,144,1,n02051845
n02051845\sketch_19.jpg,111,600,133,584,144,584,1,n02051845
n02051845\sketch_2.jpg,549,917,549,111,111,549,1,n02051845
n02051845\sketch_20.jpg,772,111,600,111,772,549,1,n02051845
n02051845\sketch_21.jpg,144,144,144,144,144,749,0,n02051845
n02051845\sketch_22.jpg,749,749,749,749,111,749,1,n02051845
n02051845\sketch_23.jpg,144,144,144,144,144,133,1,n02051845
n02051845\sketch_24.jpg,144,131,144,144,131,144,1,n02051845
n02051845\sketch_3.jpg,144,144,144,144,144,144,1,n02051845
n02051845\sketch_4.jpg,144,144,144,144,144,840,0,n02051845
n02051845\sketch_5.jpg,111,840,144,749,228,840,1,n02051845
n02051845\sketch_6.jpg,414,636,414,414,414,823,0,n02051845
n02051845\sketch_7.jpg,144,144,135,144,144,616,1,n02051845
n02051845\sketch_8.jpg,749,772,772,749,749,749,0,n02051845
n02051845\sketch_9.jpg,144,144,144,765,144,749,1,n02051845
n02051845\sticker_0.jpg,919,637,919,919,919,409,1,n02051845
n02051845\tattoo_0.jpg,23,50,721,806,824,689,0,n02051845
n02051845\tattoo_1.jpg,883,883,721,419,883,433,1,n02051845
n02051845\tattoo_2.jpg,883,419,419,419,419,419,1,n02051845
n02051845\tattoo_3.jpg,144,71,679,144,144,842,1,n02051845
n02051845\tattoo_4.jpg,721,549,721,883,721,549,1,n02051845
n02051845\tattoo_5.jpg,808,808,747,747,502,514,0,n02051845
n02051845\tattoo_6.jpg,921,591,549,921,549,591,1,n02051845
n02051845\tattoo_7.jpg,610,610,610,610,610,610,0,n02051845
n02051845\toy_0.jpg,476,476,476,684,641,641,1,n02051845
n02051845\toy_1.jpg,767,916,917,917,684,800,0,n02051845
n02051845\toy_2.jpg,144,144,719,684,31,88,0,n02051845
n02056570\art_0.jpg,145,145,145,145,145,725,0,n02056570
n02056570\art_1.jpg,145,145,145,145,145,145,0,n02056570
n02056570\art_2.jpg,145,145,145,145,145,145,0,n02056570
n02056570\art_3.jpg,591,921,921,921,145,88,1,n02056570
n02056570\art_4.jpg,145,145,96,725,145,96,0,n02056570
n02056570\art_5.jpg,145,145,145,145,145,145,0,n02056570
n02056570\art_6.jpg,921,443,443,721,443,801,1,n02056570
n02056570\cartoon_0.jpg,917,832,917,723,611,832,0,n02056570
n02056570\cartoon_1.jpg,916,916,916,916,916,916,1,n02056570
n02056570\cartoon_10.jpg,921,50,921,921,921,725,1,n02056570
n02056570\cartoon_11.jpg,145,145,145,145,145,145,0,n02056570
n02056570\cartoon_2.jpg,145,917,145,921,145,921,1,n02056570
n02056570\cartoon_3.jpg,443,787,443,429,145,145,0,n02056570
n02056570\cartoon_4.jpg,443,443,411,787,443,414,1,n02056570
n02056570\cartoon_5.jpg,868,729,917,442,539,88,1,n02056570
n02056570\cartoon_6.jpg,619,673,846,619,846,619,0,n02056570
n02056570\cartoon_7.jpg,800,476,917,417,917,772,0,n02056570
n02056570\cartoon_8.jpg,709,709,865,443,921,767,0,n02056570
n02056570\cartoon_9.jpg,917,917,917,600,863,747,0,n02056570
n02056570\deviantart_0.jpg,746,714,778,778,549,518,0,n02056570
n02056570\deviantart_1.jpg,804,384,917,384,145,279,1,n02056570
n02056570\deviantart_10.jpg,414,414,917,414,414,610,1,n02056570
n02056570\deviantart_2.jpg,148,145,148,145,148,836,1,n02056570
n02056570\deviantart_3.jpg,145,145,796,512,145,145,0,n02056570
n02056570\deviantart_4.jpg,851,684,493,917,145,600,1,n02056570
n02056570\deviantart_5.jpg,643,514,917,514,512,473,0,n02056570
n02056570\deviantart_6.jpg,765,765,765,765,723,602,0,n02056570
n02056570\deviantart_7.jpg,145,149,148,145,145,145,0,n02056570
n02056570\deviantart_8.jpg,673,801,710,710,678,710,1,n02056570
n02056570\deviantart_9.jpg,518,110,643,711,639,733,1,n02056570
n02056570\embroidery_0.jpg,145,145,145,145,145,395,0,n02056570
n02056570\graffiti_0.jpg,145,145,217,217,217,217,0,n02056570
n02056570\graffiti_1.jpg,412,412,412,428,412,921,1,n02056570
n02056570\graphic_0.jpg,549,111,129,111,111,772,1,n02056570
n02056570\misc_0.jpg,469,467,467,413,467,467,1,n02056570
n02056570\misc_1.jpg,968,521,504,473,631,696,1,n02056570
n02056570\painting_0.jpg,145,921,549,917,93,443,0,n02056570
n02056570\painting_1.jpg,885,499,636,145,145,899,0,n02056570
n02056570\painting_2.jpg,17,16,89,134,749,131,0,n02056570
n02056570\painting_3.jpg,145,145,145,145,145,145,0,n02056570
n02056570\painting_4.jpg,145,145,725,15,145,15,0,n02056570
n02056570\painting_5.jpg,145,145,145,145,145,145,1,n02056570
n02056570\painting_6.jpg,145,145,145,145,145,145,1,n02056570
n02056570\painting_7.jpg,145,145,145,145,145,97,0,n02056570
n02056570\painting_8.jpg,145,145,145,145,145,795,0,n02056570
n02056570\painting_9.jpg,921,715,691,691,823,774,1,n02056570
n02056570\sketch_0.jpg,145,148,98,83,98,148,0,n02056570
n02056570\sketch_1.jpg,623,623,623,446,623,725,0,n02056570
n02056570\sketch_10.jpg,145,145,145,855,145,748,0,n02056570
n02056570\sketch_11.jpg,902,111,111,70,107,679,0,n02056570
n02056570\sketch_12.jpg,850,254,616,85,299,445,0,n02056570
n02056570\sketch_13.jpg,145,916,916,916,916,916,1,n02056570
n02056570\sketch_14.jpg,725,725,136,80,131,395,1,n02056570
n02056570\sketch_15.jpg,145,306,145,306,145,305,1,n02056570
n02056570\sketch_16.jpg,549,633,870,836,870,70,0,n02056570
n02056570\sketch_17.jpg,145,145,145,145,145,145,1,n02056570
n02056570\sketch_18.jpg,600,488,795,840,750,729,0,n02056570
n02056570\sketch_19.jpg,145,389,145,83,20,83,1,n02056570
n02056570\sketch_2.jpg,921,300,313,905,70,921,0,n02056570
n02056570\sketch_20.jpg,549,916,111,917,917,863,0,n02056570
n02056570\sketch_21.jpg,145,145,145,145,145,725,0,n02056570
n02056570\sketch_22.jpg,725,363,725,725,623,512,0,n02056570
n02056570\sketch_23.jpg,145,145,145,145,145,145,1,n02056570
n02056570\sketch_3.jpg,24,24,299,24,24,24,0,n02056570
n02056570\sketch_4.jpg,111,725,82,111,133,725,1,n02056570
n02056570\sketch_5.jpg,902,111,549,111,111,679,1,n02056570
n02056570\sketch_6.jpg,684,712,788,892,788,794,0,n02056570
n02056570\sketch_7.jpg,284,284,333,284,284,145,1,n02056570
n02056570\sketch_8.jpg,331,24,368,23,299,377,1,n02056570
n02056570\sketch_9.jpg,111,549,643,111,111,566,1,n02056570
n02056570\tattoo_0.jpg,921,921,549,721,921,587,1,n02056570
n02056570\toy_0.jpg,145,145,145,145,145,145,1,n02056570
n02056570\toy_1.jpg,145,145,145,145,145,145,1,n02056570
n02056570\toy_2.jpg,773,719,773,719,719,606,1,n02056570
n02056570\toy_3.jpg,804,870,773,494,804,740,0,n02056570
n02056570\toy_4.jpg,607,607,940,607,607,950,1,n02056570
n02056570\toy_5.jpg,145,824,824,824,145,808,1,n02056570
n02056570\videogame_0.jpg,841,841,841,610,610,610,0,n02056570
n02056570\videogame_1.jpg,917,714,545,423,512,423,1,n02056570
n02056570\videogame_2.jpg,678,715,917,715,917,414,1,n02056570
n02056570\videogame_3.jpg,917,917,917,917,917,921,1,n02056570
n02056570\videogame_4.jpg,916,916,916,916,916,916,0,n02056570
n02066245\art_0.jpg,844,844,526,729,729,827,0,n02066245
n02066245\art_1.jpg,447,502,421,4,600,606,0,n02066245
n02066245\art_10.jpg,147,147,147,148,147,518,0,n02066245
n02066245\art_11.jpg,435,451,778,600,600,319,1,n02066245
n02066245\art_12.jpg,149,5,5,5,149,457,0,n02066245
n02066245\art_13.jpg,147,649,150,147,147,51,0,n02066245
n02066245\art_14.jpg,103,346,5,5,51,179,0,n02066245
n02066245\art_2.jpg,549,636,5,51,51,414,0,n02066245
n02066245\art_3.jpg,849,793,725,492,719,729,1,n02066245
n02066245\art_4.jpg,50,512,512,730,512,879,0,n02066245
n02066245\art_5.jpg,673,673,673,473,512,902,0,n02066245
n02066245\art_6.jpg,600,600,512,667,600,765,1,n02066245
n02066245\art_7.jpg,146,512,633,111,512,836,0,n02066245
n02066245\art_8.jpg,468,404,569,404,404,668,1,n02066245
n02066245\art_9.jpg,643,611,714,643,714,443,1,n02066245
n02066245\cartoon_0.jpg,767,749,549,549,549,549,0,n02066245
n02066245\cartoon_1.jpg,633,584,711,774,551,631,1,n02066245
n02066245\cartoon_2.jpg,916,916,916,916,917,549,0,n02066245
n02066245\cartoon_3.jpg,599,983,591,983,973,973,0,n02066245
n02066245\embroidery_0.jpg,658,148,147,658,147,148,1,n02066245
n02066245\graphic_0.jpg,921,715,643,117,110,33,1,n02066245
n02066245\misc_0.jpg,748,855,748,855,748,840,0,n02066245
n02066245\misc_1.jpg,879,21,749,879,749,96,1,n02066245
n02066245\origami_0.jpg,557,667,700,700,879,557,1,n02066245
n02066245\painting_0.jpg,971,107,6,296,147,5,0,n02066245
n02066245\painting_1.jpg,5,819,5,51,34,51,0,n02066245
n02066245\painting_10.jpg,103,103,103,103,103,851,1,n02066245
n02066245\painting_11.jpg,762,865,454,762,454,707,0,n02066245
n02066245\painting_12.jpg,147,147,5,394,147,246,0,n02066245
n02066245\painting_13.jpg,824,824,728,129,628,129,1,n02066245
n02066245\painting_2.jpg,549,549,549,549,868,673,0,n02066245
n02066245\painting_3.jpg,660,405,706,458,611,706,0,n02066245
n02066245\painting_4.jpg,147,149,147,525,390,797,0,n02066245
n02066245\painting_5.jpg,539,539,539,692,741,428,1,n02066245
n02066245\painting_6.jpg,459,664,111,664,664,107,0,n02066245
n02066245\painting_7.jpg,516,516,610,709,721,459,0,n02066245
n02066245\painting_8.jpg,921,921,135,921,611,917,1,n02066245
n02066245\painting_9.jpg,628,554,833,812,554,554,1,n02066245
n02066245\sculpture_0.jpg,596,36,390,17,596,88,1,n02066245
n02066245\sculpture_1.jpg,502,502,587,596,587,51,0,n02066245
n02066245\sculpture_2.jpg,911,322,995,850,850,87,1,n02066245
n02066245\sculpture_3.jpg,147,147,147,51,147,210,0,n02066245
n02066245\sculpture_4.jpg,103,457,777,457,327,512,0,n02066245
n02066245\sculpture_5.jpg,997,17,596,596,596,88,1,n02066245
n02066245\sculpture_6.jpg,549,549,549,549,721,721,0,n02066245
n02066245\sculpture_7.jpg,34,34,34,34,107,124,1,n02066245
n02066245\sketch_0.jpg,549,111,111,111,111,549,0,n02066245
n02066245\sketch_1.jpg,111,749,502,749,749,111,1,n02066245
n02066245\sketch_10.jpg,147,147,614,317,389,303,0,n02066245
n02066245\sketch_11.jpg,111,112,111,111,111,623,0,n02066245
n02066245\sketch_12.jpg,51,389,146,389,103,21,0,n02066245
n02066245\sketch_13.jpg,103,749,103,749,111,749,0,n02066245
n02066245\sketch_14.jpg,600,549,111,549,584,584,0,n02066245
n02066245\sketch_15.jpg,112,389,389,389,103,584,0,n02066245
n02066245\sketch_16.jpg,111,623,616,749,111,318,0,n02066245
n02066245\sketch_17.jpg,147,147,147,677,147,147,0,n02066245
n02066245\sketch_18.jpg,51,50,111,111,47,512,0,n02066245
n02066245\sketch_19.jpg,149,5,5,5,149,147,0,n02066245
n02066245\sketch_2.jpg,111,390,111,111,464,512,0,n02066245
n02066245\sketch_20.jpg,584,584,38,34,464,584,0,n02066245
n02066245\sketch_21.jpg,633,623,600,549,772,111,1,n02066245
n02066245\sketch_22.jpg,82,41,3,34,41,512,1,n02066245
n02066245\sketch_23.jpg,147,389,50,389,112,308,1,n02066245
n02066245\sketch_3.jpg,111,666,111,111,5,618,0,n02066245
n02066245\sketch_4.jpg,111,36,111,111,36,770,0,n02066245
n02066245\sketch_5.jpg,777,830,34,36,36,21,0,n02066245
n02066245\sketch_6.jpg,146,138,146,146,138,895,0,n02066245
n02066245\sketch_7.jpg,549,50,111,549,111,563,0,n02066245
n02066245\sketch_8.jpg,643,457,457,749,457,966,1,n02066245
n02066245\sketch_9.jpg,147,389,111,389,998,512,0,n02066245
n02066245\tattoo_0.jpg,549,714,610,749,772,512,0,n02066245
n02066245\tattoo_1.jpg,32,591,774,806,806,774,0,n02066245
n02066245\tattoo_2.jpg,721,721,721,419,434,767,1,n02066245
n02066245\tattoo_3.jpg,787,692,917,787,917,883,0,n02066245
n02066245\tattoo_4.jpg,999,921,883,610,917,692,0,n02066245
n02066245\tattoo_5.jpg,788,788,514,518,514,917,1,n02066245
n02066245\toy_0.jpg,496,850,850,496,496,658,0,n02066245
n02066245\toy_1.jpg,658,658,658,658,850,298,1,n02066245
n02066245\toy_2.jpg,149,942,112,954,150,150,0,n02066245
n02066245\toy_3.jpg,394,0,684,684,4,237,1,n02066245
n02066245\videogame_0.jpg,389,3,5,103,5,103,1,n02066245
n02071294\art_0.jpg,148,148,148,148,148,148,0,n02071294
n02071294\art_1.jpg,148,4,148,512,148,99,0,n02071294
n02071294\art_10.jpg,584,18,53,53,584,563,0,n02071294
n02071294\art_11.jpg,148,148,148,148,148,672,0,n02071294
n02071294\art_12.jpg,148,723,733,557,148,616,1,n02071294
n02071294\art_13.jpg,506,884,409,409,506,506,1,n02071294
n02071294\art_14.jpg,917,412,492,526,729,414,1,n02071294
n02071294\art_15.jpg,607,117,643,714,643,714,1,n02071294
n02071294\art_16.jpg,148,148,919,562,569,403,1,n02071294
n02071294\art_2.jpg,148,148,148,148,148,148,0,n02071294
n02071294\art_3.jpg,148,148,148,148,148,146,1,n02071294
n02071294\art_4.jpg,455,490,490,619,490,490,0,n02071294
n02071294\art_5.jpg,148,148,148,148,148,80,1,n02071294
n02071294\art_6.jpg,148,728,728,643,728,148,0,n02071294
n02071294\art_7.jpg,572,584,725,512,725,725,1,n02071294
n02071294\art_8.jpg,148,148,148,148,148,145,1,n02071294
n02071294\art_9.jpg,148,148,703,835,835,18,0,n02071294
n02071294\cartoon_0.jpg,587,512,512,512,512,837,1,n02071294
n02071294\cartoon_1.jpg,692,692,921,921,921,746,0,n02071294
n02071294\cartoon_10.jpg,611,611,611,611,611,750,1,n02071294
n02071294\cartoon_11.jpg,148,728,148,728,148,4,1,n02071294
n02071294\cartoon_12.jpg,148,148,473,148,148,667,0,n02071294
n02071294\cartoon_13.jpg,549,549,714,684,549,481,1,n02071294
n02071294\cartoon_14.jpg,678,836,714,917,714,545,1,n02071294
n02071294\cartoon_15.jpg,917,746,917,917,917,678,1,n02071294
n02071294\cartoon_16.jpg,684,892,600,600,600,619,0,n02071294
n02071294\cartoon_17.jpg,611,611,545,600,611,545,1,n02071294
n02071294\cartoon_18.jpg,719,148,619,719,107,107,0,n02071294
n02071294\cartoon_19.jpg,148,917,51,917,917,806,1,n02071294
n02071294\cartoon_2.jpg,148,684,148,4,148,148,0,n02071294
n02071294\cartoon_20.jpg,721,584,584,549,549,584,1,n02071294
n02071294\cartoon_21.jpg,610,623,611,610,584,512,1,n02071294
n02071294\cartoon_22.jpg,983,148,148,983,34,148,1,n02071294
n02071294\cartoon_3.jpg,916,148,417,148,417,719,0,n02071294
n02071294\cartoon_4.jpg,148,148,148,148,148,512,0,n02071294
n02071294\cartoon_5.jpg,148,148,148,5,148,148,1,n02071294
n02071294\cartoon_6.jpg,917,917,917,701,610,902,1,n02071294
n02071294\cartoon_7.jpg,643,643,518,518,518,560,1,n02071294
n02071294\cartoon_8.jpg,549,611,921,892,549,148,0,n02071294
n02071294\cartoon_9.jpg,443,148,148,5,148,841,0,n02071294
n02071294\deviantart_0.jpg,747,917,917,787,917,917,1,n02071294
n02071294\deviantart_1.jpg,148,148,2,148,794,983,1,n02071294
n02071294\deviantart_10.jpg,148,148,148,149,973,983,0,n02071294
n02071294\deviantart_11.jpg,973,973,148,107,973,973,1,n02071294
n02071294\deviantart_12.jpg,556,741,556,539,741,857,1,n02071294
n02071294\deviantart_13.jpg,148,148,148,80,148,447,1,n02071294
n02071294\deviantart_14.jpg,148,148,148,148,148,148,0,n02071294
n02071294\deviantart_15.jpg,148,148,917,148,148,545,1,n02071294
n02071294\deviantart_16.jpg,148,4,148,51,4,4,0,n02071294
n02071294\deviantart_17.jpg,148,148,148,5,148,983,1,n02071294
n02071294\deviantart_18.jpg,148,148,148,552,148,107,0,n02071294
n02071294\deviantart_19.jpg,148,148,801,148,148,148,0,n02071294
n02071294\deviantart_2.jpg,148,80,18,18,18,18,1,n02071294
n02071294\deviantart_20.jpg,148,148,148,148,148,148,0,n02071294
n02071294\deviantart_21.jpg,148,148,148,148,148,2,0,n02071294
n02071294\deviantart_22.jpg,917,692,591,842,921,921,1,n02071294
n02071294\deviantart_23.jpg,148,148,148,148,148,148,0,n02071294
n02071294\deviantart_24.jpg,148,148,148,148,148,148,1,n02071294
n02071294\deviantart_25.jpg,148,148,148,148,148,148,0,n02071294
n02071294\deviantart_26.jpg,148,148,148,148,148,148,1,n02071294
n02071294\deviantart_27.jpg,360,749,148,147,150,639,0,n02071294
n02071294\deviantart_28.jpg,4,4,148,148,4,4,0,n02071294
n02071294\deviantart_29.jpg,148,148,148,148,148,148,1,n02071294
n02071294\deviantart_3.jpg,148,148,148,148,148,148,1,n02071294
n02071294\deviantart_30.jpg,684,895,684,413,684,494,0,n02071294
n02071294\deviantart_31.jpg,600,148,710,38,18,18,1,n02071294
n02071294\deviantart_32.jpg,148,148,148,148,148,150,1,n02071294
n02071294\deviantart_33.jpg,514,546,148,512,512,613,1,n02071294
n02071294\deviantart_34.jpg,148,148,148,148,148,4,1,n02071294
n02071294\deviantart_35.jpg,148,148,148,148,895,611,0,n02071294
n02071294\deviantart_36.jpg,971,971,684,684,684,684,1,n02071294
n02071294\deviantart_37.jpg,148,148,148,983,148,148,1,n02071294
n02071294\deviantart_38.jpg,148,148,148,148,148,148,0,n02071294
n02071294\deviantart_39.jpg,148,148,673,148,148,148,1,n02071294
n02071294\deviantart_4.jpg,594,399,459,459,459,776,1,n02071294
n02071294\deviantart_40.jpg,643,51,51,51,51,456,1,n02071294
n02071294\deviantart_41.jpg,643,643,917,643,917,921,1,n02071294
n02071294\deviantart_42.jpg,148,148,148,148,148,148,0,n02071294
n02071294\deviantart_43.jpg,148,148,148,148,148,148,1,n02071294
n02071294\deviantart_44.jpg,148,148,148,148,148,148,0,n02071294
n02071294\deviantart_5.jpg,148,148,148,148,148,148,0,n02071294
n02071294\deviantart_6.jpg,148,514,148,148,518,476,1,n02071294
