Item,Answer_resnet18,Answer_resnet34,Answer_resnet50,Answer_resnet101,Answer_resnet152,Answer_densenet121,Answer_densenet161,Answer_densenet169,Answer_densenet201,Answer_efficientnet_b0,Answer_efficientnet_b1,Answer_efficientnet_b2,Answer_efficientnet_b3,Answer_efficientnet_b4,Answer_vgg11,Answer_vgg13,Answer_vgg16,Answer_vgg19,Answer_mobilenet_v2,Answer_mobilenet_v3_large,Answer_mobilenet_v3_small,Answer_alexnet,Answer_shufflenet_v2_x0_5,Answer_shufflenet_v2_x1_0,Answer_squeezenet1_0,Answer_squeezenet1_1,Answer_inception_v3,True Label
n01669191\0.010006_German Shepherd Dog _ marmot_0.2570864.jpg,Irish wolfhound,Irish wolfhound,Irish wolfhound,Irish wolfhound,Irish wolfhound,Irish wolfhound,Irish wolfhound,Irish wolfhound,Irish wolfhound,Irish wolfhound,Irish wolfhound,Irish wolfhound,Scottish deerhound,Irish wolfhound,Dandie Dinmont,Dandie Dinmont,cairn,Irish wolfhound,Dandie Dinmont,Irish wolfhound,Dandie Dinmont,Dandie Dinmont,cairn,Norfolk terrier,Dandie Dinmont,Irish wolfhound,Irish wolfhound,German Shepherd Dog 
n01669191\0.011115_snail _ hermit crab_0.33198577.jpg,echidna,echidna,dung beetle,trilobite,snail,echidna,tick,echidna,hermit crab,dung beetle,hermit crab,echidna,dung beetle,tick,tick,acorn,tick,acorn,isopod,isopod,echidna,dung beetle,echidna,echidna,tick,acorn,echidna,snail 
n01669191\0.012533_yellow lady's slipper _ yellow lady's slipper_0.7268507.jpg,pot,yellow lady's slipper,tailed frog,pot,mud turtle,pot,yellow lady's slipper,pot,tailed frog,box turtle,box turtle,box turtle,European fire salamander,wood rabbit,European fire salamander,box turtle,pot,pot,European fire salamander,robin,European fire salamander,European fire salamander,pot,European fire salamander,pot,pot,pot,yellow lady's slipper 
n01669191\0.013390_acorn _ cucumber_0.45150742.jpg,dung beetle,hen-of-the-woods,head cabbage,acorn squash,dung beetle,buckeye,earthstar,earthstar,cucumber,earthstar,dung beetle,acorn,buckeye,earthstar,dung beetle,head cabbage,acorn squash,acorn squash,acorn squash,stone wall,gyromitra,cauliflower,dung beetle,whiptail,acorn,cauliflower,head cabbage,acorn 
n01669191\0.014063_armadillo _ armadillo_0.9512877.jpg,tench,tench,box turtle,terrapin,terrapin,tench,tench,tench,tench,platypus,terrapin,platypus,platypus,tench,bolete,bolete,bolete,tench,tench,tench,tench,echidna,tench,tench,tench,tench,rock crab,armadillo 
n01669191\0.014284_armadillo _ armadillo_0.6779364.jpg,dung beetle,thimble,terrapin,dung beetle,dung beetle,snail,dung beetle,dung beetle,snail,dung beetle,chiton,dung beetle,dung beetle,dung beetle,acorn,dung beetle,dung beetle,dung beetle,dung beetle,chiton,chiton,chiton,night snake,chiton,dung beetle,dung beetle,dung beetle,armadillo 
n01669191\0.015884_snail _ snail_0.8721899.jpg,dung beetle,Dutch oven,box turtle,terrapin,box turtle,tarantula,dung beetle,earthstar,black widow,black widow,mud turtle,dung beetle,mud turtle,terrapin,earthstar,hippopotamus,hog,hog,dung beetle,mud turtle,black widow,hammerhead,seat belt,hog,shovel,sea lion,platypus,snail 
n01669191\0.017269_syringe _ syringe_0.48103413.jpg,cowboy hat,bathing cap,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,swing,hen-of-the-woods,stretcher,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,bolete,head cabbage,tricycle,soft-coated wheaten terrier,swing,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,stone wall,hen-of-the-woods,hen-of-the-woods,snorkel,barrow,pot,syringe 
n01669191\0.017534_armadillo _ armadillo_0.9954715.jpg,wombat,dung beetle,dung beetle,dung beetle,armadillo,marmot,mud turtle,armadillo,marmot,marmot,mongoose,mongoose,armadillo,dung beetle,rock python,marmot,mud turtle,bullfrog,bullfrog,mongoose,armadillo,armadillo,echidna,armadillo,African crocodile,echidna,tennis ball,armadillo 
n01669191\0.018010_hermit crab _ hermit crab_0.97891676.jpg,terrapin,hermit crab,box turtle,box turtle,loggerhead,terrapin,hermit crab,hermit crab,hermit crab,terrapin,terrapin,terrapin,terrapin,terrapin,terrapin,leatherback turtle,hermit crab,ruffed grouse,loggerhead,terrapin,indigo bunting,box turtle,box turtle,snail,marmot,dung beetle,terrapin,hermit crab 
n01669191\0.019186_syringe _ syringe_0.5877479.jpg,ladle,snail,terrapin,box turtle,box turtle,soap dispenser,apiary,confectionery,pot,cockroach,box turtle,confectionery,cockroach,box turtle,syringe,pop bottle,paintbrush,pop bottle,confectionery,mortar,bottlecap,ice cream,breastplate,bottlecap,hammer,shield,cockroach,syringe 
n01669191\0.019278_green iguana _ green iguana_0.9655105.jpg,Komodo dragon,common iguana,Komodo dragon,Komodo dragon,terrapin,pot,Komodo dragon,Komodo dragon,common iguana,common iguana,Komodo dragon,terrapin,common iguana,common iguana,head cabbage,Komodo dragon,Komodo dragon,Komodo dragon,common iguana,terrapin,rock python,rock python,common iguana,Komodo dragon,stone wall,sloth bear,Komodo dragon,green iguana 
n01669191\0.019553_cottontail rabbit _ American robin_0.35374856.jpg,robin,gyromitra,grey fox,grey fox,grey fox,indri,ruffed grouse,gyromitra,hen-of-the-woods,wood rabbit,terrapin,grey fox,hen-of-the-woods,grey fox,squirrel monkey,beaver,spider web,grey fox,titi,coucal,langur,garter snake,indri,grey fox,wood rabbit,Madagascar cat,tiger cat,cottontail rabbit 
n01669191\0.025226_stick insect _ stick insect_0.36410248.jpg,quail,armadillo,box turtle,ruffed grouse,box turtle,armadillo,box turtle,box turtle,armadillo,coucal,capuchin,capuchin,box turtle,mud turtle,ruffed grouse,capuchin,squirrel monkey,proboscis monkey,robin,capuchin,box turtle,capuchin,squirrel monkey,house finch,jackfruit,capuchin,box turtle,stick insect 
n01669191\0.025227_baboon _ baboon_0.45320824.jpg,sloth bear,three-toed sloth,indigo bunting,common iguana,grey fox,head cabbage,cardoon,green mamba,head cabbage,African chameleon,lorikeet,box turtle,acorn squash,marmoset,green mamba,hummingbird,green mamba,green mamba,head cabbage,African chameleon,acorn squash,rock python,timber wolf,volcano,snow leopard,head cabbage,box turtle,baboon 
n01669191\0.029754_sandal _ sandal_0.38198605.jpg,king snake,dung beetle,running shoe,running shoe,running shoe,stinkhorn,Loafer,Loafer,snail,echidna,snail,dung beetle,running shoe,running shoe,ringneck snake,armadillo,dung beetle,tricycle,dung beetle,dung beetle,dung beetle,dung beetle,earthstar,dung beetle,ringneck snake,dung beetle,box turtle,sandal 
n01669191\0.033834_snail _ manhole cover_0.6146542.jpg,starfish,ant,dung beetle,acorn,acorn,chiton,conch,conch,ant,cockroach,hermit crab,dung beetle,conch,picket fence,ant,sea cucumber,doormat,dung beetle,dung beetle,cockroach,cockroach,cockroach,dung beetle,dung beetle,sea cucumber,fiddler crab,mousetrap,snail 
n01669191\0.035935_snail _ snail_0.98786944.jpg,snail,snail,snail,snail,snail,snail,snail,snail,snail,hermit crab,snail,snail,snail,mud turtle,tailed frog,snail,box turtle,snail,snail,snail,marmot,fiddler crab,frilled lizard,weasel,common iguana,common iguana,snail,snail 
n01669191\0.036203_newt _ mushroom_0.5944377.jpg,stinkhorn,bolete,bolete,bolete,mud turtle,gyromitra,bolete,earthstar,earthstar,earthstar,stinkhorn,stinkhorn,stinkhorn,bolete,common newt,earthstar,stinkhorn,bolete,stinkhorn,stinkhorn,stinkhorn,tailed frog,weasel,slug,mushroom,garter snake,bolete,newt 
n01669191\0.038108_centipede _ centipede_0.58360666.jpg,chiton,quail,terrapin,terrapin,box turtle,armadillo,snail,terrapin,armadillo,trilobite,box turtle,echidna,box turtle,box turtle,snail,armadillo,box turtle,terrapin,snail,box turtle,armadillo,doormat,echidna,echidna,alligator lizard,doormat,echidna,centipede 
n01669191\0.041530_armadillo _ armadillo_0.85302365.jpg,armadillo,whiptail,whiptail,whiptail,armadillo,diamondback,hen-of-the-woods,weasel,weasel,whiptail,mink,stone wall,whiptail,weasel,gyromitra,hognose snake,garter snake,thunder snake,earthstar,stone wall,tailed frog,king snake,weasel,hen-of-the-woods,hognose snake,ibex,ibex,armadillo 
n01669191\0.045908_rhinoceros beetle _ hermit crab_0.6510673.jpg,mud turtle,terrapin,terrapin,loggerhead,mud turtle,terrapin,hermit crab,poncho,platypus,mud turtle,terrapin,mud turtle,terrapin,mud turtle,leatherback turtle,leatherback turtle,mud turtle,leatherback turtle,leatherback turtle,mud turtle,muzzle,rock crab,curly-coated retriever,terrapin,terrapin,curly-coated retriever,mud turtle,rhinoceros beetle 
n01669191\0.048640_hermit crab _ hermit crab_0.9279067.jpg,hermit crab,hermit crab,terrapin,terrapin,terrapin,mud turtle,terrapin,dung beetle,mud turtle,terrapin,box turtle,terrapin,mud turtle,chiton,hamster,isopod,hermit crab,hermit crab,hamster,hermit crab,junco,loggerhead,hamster,dung beetle,hermit crab,hermit crab,hermit crab,hermit crab 
n01669191\0.048871_hair dryer _ hair dryer_0.7944835.jpg,oxygen mask,oxygen mask,box turtle,mud turtle,mud turtle,Crock Pot,mud turtle,oxygen mask,Indian cobra,night snake,terrapin,box turtle,oxygen mask,terrapin,caldron,barrow,stove,coil,coil,stove,coil,disk brake,disk brake,espresso,barrel,disk brake,sewing machine,hair dryer 
n01669191\0.052146_mongoose _ mongoose_0.8181632.jpg,echidna,mongoose,armadillo,armadillo,armadillo,armadillo,armadillo,white wolf,mongoose,mongoose,armadillo,mongoose,bighorn,head cabbage,armadillo,mongoose,mongoose,mongoose,armadillo,wood rabbit,ruffed grouse,African crocodile,ruffed grouse,armadillo,armadillo,ruffed grouse,mongoose,mongoose 
n01669191\0.059262_American alligator _ American alligator_0.9756152.jpg,terrapin,terrapin,American alligator,terrapin,terrapin,terrapin,American alligator,beaver,terrapin,terrapin,terrapin,terrapin,terrapin,American alligator,terrapin,American alligator,American alligator,terrapin,terrapin,terrapin,water snake,cucumber,terrapin,terrapin,American alligator,terrapin,terrapin,American alligator 
n01669191\0.073521_cottontail rabbit _ Chihuahua_0.8246153.jpg,platypus,rock crab,rock crab,rock crab,mud turtle,rock crab,rock crab,rock crab,rock crab,platypus,platypus,platypus,rock crab,rock crab,otter,otter,loggerhead,platypus,platypus,weasel,water ouzel,sea lion,rock crab,loggerhead,otter,chiton,loggerhead,cottontail rabbit 
n01669191\0.084328_armadillo _ skunk_0.5739938.jpg,skunk,terrapin,terrapin,terrapin,terrapin,terrapin,terrapin,armadillo,beaver,terrapin,terrapin,wood rabbit,partridge,terrapin,armadillo,armadillo,tick,terrapin,beaver,quail,wood rabbit,mongoose,skunk,mousetrap,porcupine,Komodo dragon,armadillo,armadillo 
n01669191\0.091109_armadillo _ armadillo_0.5888412.jpg,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,dung beetle,dung beetle,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,dung beetle,dung beetle,dung beetle,dung beetle,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,dung beetle,hen-of-the-woods,dung beetle,ant,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,dung beetle,armadillo 
n01669191\0.116114_mushroom _ mushroom_0.9544813.jpg,fig,bolete,bolete,bolete,box turtle,bolete,bolete,snail,bolete,snail,bolete,bolete,buckeye,mud turtle,fig,bolete,fig,fig,buckeye,buckeye,bolete,snail,mushroom,mushroom,terrapin,rock crab,acorn,mushroom 
n01677366\0.000234_corn _ corn_0.99951804.jpg,bittern,ear,green lizard,green lizard,green lizard,ear,ear,green lizard,ear,green lizard,green lizard,mantis,walking stick,vine snake,bittern,ear,ear,bittern,grasshopper,mantis,mantis,bittern,corn,mantis,bittern,bittern,fiddler crab,corn 
n01677366\0.000269_vulture _ vulture_0.6792026.jpg,vulture,vulture,vulture,common iguana,vulture,bald eagle,magpie,bald eagle,vulture,vulture,vulture,vulture,vulture,vulture,bald eagle,bald eagle,bee eater,bald eagle,vulture,bald eagle,vulture,bald eagle,vulture,vulture,magpie,bald eagle,magpie,vulture 
n01677366\0.000323_goose _ goose_0.57691437.jpg,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,goose 
n01677366\0.000335_American robin _ American robin_0.79792374.jpg,bee eater,lesser panda,howler monkey,common iguana,langur,robin,coucal,robin,robin,leopard,proboscis monkey,proboscis monkey,lesser panda,indri,robin,hornbill,robin,brambling,coucal,hip,howler monkey,robin,monarch,robin,robin,robin,howler monkey,American robin 
n01677366\0.000336_white-headed capuchin _ white-headed capuchin_0.96344435.jpg,howler monkey,colobus,hornbill,capuchin,hornbill,howler monkey,capuchin,colobus,capuchin,capuchin,indri,capuchin,howler monkey,hornbill,howler monkey,spoonbill,colobus,howler monkey,colobus,colobus,colobus,howler monkey,colobus,howler monkey,howler monkey,howler monkey,Madagascar cat,white-headed capuchin 
n01677366\0.000352_jay _ jay_0.7310384.jpg,magpie,magpie,brambling,indigo bunting,house finch,brambling,jay,bald eagle,house finch,bee eater,bee eater,bee eater,bald eagle,house finch,house finch,bee eater,bald eagle,chainlink fence,magpie,indigo bunting,magpie,ruffed grouse,chainlink fence,magpie,bald eagle,chainlink fence,magpie,jay 
n01677366\0.000360_armadillo _ sundial_0.27086732.jpg,patio,patio,common iguana,common iguana,common iguana,patio,patio,steel drum,patio,folding chair,common iguana,barrow,dining table,folding chair,patio,patio,patio,patio,patio,steel drum,bobsled,wing,bannister,patio,washer,bullet train,vacuum,armadillo 
n01677366\0.000450_stick insect _ stick insect_0.9933309.jpg,walking stick,spiny lobster,walking stick,walking stick,green lizard,walking stick,walking stick,walking stick,walking stick,walking stick,walking stick,walking stick,walking stick,chainlink fence,walking stick,walking stick,walking stick,walking stick,walking stick,walking stick,walking stick,walking stick,walking stick,walking stick,walking stick,walking stick,walking stick,stick insect 
n01677366\0.000538_stick insect _ stick insect_0.7292512.jpg,mantis,green snake,walking stick,walking stick,American chameleon,mantis,mantis,walking stick,mantis,walking stick,mantis,American chameleon,vine snake,vine snake,walking stick,mantis,vine snake,walking stick,mantis,walking stick,mantis,American chameleon,harvestman,green snake,green snake,mantis,mantis,stick insect 
n01677366\0.000567_cottontail rabbit _ doormat_0.9422838.jpg,patio,common iguana,common iguana,common iguana,common iguana,doormat,shoji,common iguana,shoji,greenhouse,crate,polecat,patio,common iguana,doormat,doormat,marmoset,doormat,doormat,tennis ball,doormat,patio,Angora,sliding door,mousetrap,doormat,armadillo,cottontail rabbit 
n01677366\0.000581_mantis _ mantis_0.97653824.jpg,spider web,barn spider,green lizard,American chameleon,green lizard,vine snake,walking stick,spider web,walking stick,walking stick,green lizard,vine snake,vine snake,walking stick,spider web,spider web,spider web,barn spider,green lizard,vine snake,spider web,barn spider,sax,spider web,spider web,spider web,syringe,mantis 
n01677366\0.000596_goldfinch _ American robin_0.48850125.jpg,chainlink fence,hip,langur,proboscis monkey,plastic bag,fox squirrel,hip,hip,hip,vulture,hip,howler monkey,langur,langur,chainlink fence,chainlink fence,chainlink fence,chainlink fence,house finch,hip,jigsaw puzzle,chainlink fence,proboscis monkey,chainlink fence,chainlink fence,chainlink fence,howler monkey,goldfinch 
n01677366\0.000608_umbrella _ submarine_0.38412333.jpg,lakeside,trimaran,shopping cart,lakeside,parallel bars,paddlewheel,lakeside,shopping basket,shopping cart,barrow,lakeside,common iguana,lakeside,lakeside,lakeside,barrow,lakeside,shopping cart,crutch,lakeside,shopping basket,lakeside,black swan,hook,black swan,shopping basket,black swan,umbrella 
n01677366\0.000806_bald eagle _ bald eagle_0.41754442.jpg,bald eagle,bald eagle,common iguana,common iguana,squirrel monkey,park bench,bald eagle,leopard,bald eagle,howler monkey,leopard,leopard,leopard,fox squirrel,dragonfly,bald eagle,howler monkey,howler monkey,bald eagle,worm fence,bald eagle,howler monkey,bald eagle,howler monkey,stone wall,terrapin,dragonfly,bald eagle 
n01677366\0.000827_dragonfly _ dragonfly_0.96500045.jpg,swab,dragonfly,common iguana,common iguana,common iguana,dragonfly,schooner,schooner,submarine,trimaran,submarine,soft-coated wheaten terrier,Norfolk terrier,Chesapeake Bay retriever,dogsled,dogsled,submarine,submarine,damselfly,trimaran,reel,submarine,dragonfly,damselfly,knot,ski,dragonfly,dragonfly 
n01677366\0.000928_broom _ broom_0.504045.jpg,thatch,green lizard,lumbermill,common iguana,green lizard,lumbermill,lumbermill,lumbermill,lumbermill,lumbermill,lumbermill,lumbermill,lumbermill,crate,lumbermill,thatch,peacock,thatch,lumbermill,lumbermill,lumbermill,crate,lumbermill,lumbermill,lumbermill,lumbermill,lumbermill,broom 
n01677366\0.001038_spider web _ spider web_0.96226186.jpg,spider web,spider web,leafhopper,African chameleon,cucumber,cucumber,cucumber,stole,ear,leafhopper,grasshopper,cucumber,cucumber,cucumber,spider web,spider web,spider web,spider web,cucumber,African chameleon,cucumber,spider web,cucumber,sturgeon,spider web,spider web,walking stick,spider web 
n01677366\0.001213_hummingbird _ baboon_0.74007374.jpg,black stork,squirrel monkey,baboon,titi,common iguana,squirrel monkey,squirrel monkey,baboon,squirrel monkey,crane bird,common iguana,common iguana,squirrel monkey,squirrel monkey,baboon,squirrel monkey,baboon,baboon,house finch,macaw,macaw,macaw,redshank,hummingbird,house finch,spider web,squirrel monkey,hummingbird 
n01677366\0.001235_sundial _ parking meter_0.87920606.jpg,snowplow,pickup,unicycle,tricycle,car mirror,pickup,tricycle,barrow,pickup,garbage truck,pickup,tricycle,motor scooter,car wheel,tricycle,tricycle,barrow,pickup,pickup,pickup,wallaby,go-kart,parking meter,pickup,tricycle,tricycle,gar,sundial 
n01677366\0.001242_mantis _ mantis_0.9893076.jpg,mantis,vine snake,green lizard,green lizard,green lizard,mantis,vine snake,mantis,green lizard,vine snake,green lizard,tree frog,vine snake,vine snake,mantis,African chameleon,tree frog,African chameleon,green lizard,vine snake,vine snake,vine snake,vine snake,green lizard,walking stick,vine snake,grasshopper,mantis 
n01677366\0.001265_jay _ bald eagle_0.35117525.jpg,radio telescope,greenhouse,brambling,coucal,ruffed grouse,radio telescope,radio telescope,radio telescope,bald eagle,howler monkey,coucal,radio telescope,radio telescope,howler monkey,radio telescope,radio telescope,radio telescope,greenhouse,greenhouse,howler monkey,bald eagle,radio telescope,porcupine,howler monkey,greenhouse,greenhouse,radio telescope,jay 
