Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,True Label
n01882714\sketch_1.JPEG,376,365,850,643,711,711,n01882714
n01882714\sketch_10.JPEG,285,43,364,285,357,287,n01882714
n01882714\sketch_11.JPEG,850,616,368,364,616,850,n01882714
n01882714\sketch_12.JPEG,296,268,258,5,149,51,n01882714
n01882714\sketch_13.JPEG,105,105,105,105,105,289,n01882714
n01882714\sketch_14.JPEG,633,691,691,691,691,691,n01882714
n01882714\sketch_15.JPEG,968,725,691,584,691,591,n01882714
n01882714\sketch_16.JPEG,464,187,850,584,917,584,n01882714
n01882714\sketch_17.JPEG,549,363,334,549,47,755,n01882714
n01882714\sketch_18.JPEG,359,187,359,676,187,793,n01882714
n01882714\sketch_19.JPEG,418,714,222,89,643,772,n01882714
n01882714\sketch_2.JPEG,291,291,105,367,105,260,n01882714
n01882714\sketch_20.JPEG,633,68,850,451,31,496,n01882714
n01882714\sketch_21.JPEG,850,187,232,643,226,200,n01882714
n01882714\sketch_22.JPEG,643,696,696,968,643,968,n01882714
n01882714\sketch_23.JPEG,549,549,549,545,545,545,n01882714
n01882714\sketch_24.JPEG,568,291,354,365,568,431,n01882714
n01882714\sketch_25.JPEG,367,850,367,285,367,283,n01882714
n01882714\sketch_26.JPEG,549,549,921,921,921,921,n01882714
n01882714\sketch_27.JPEG,335,335,331,283,157,568,n01882714
n01882714\sketch_28.JPEG,911,365,105,380,260,968,n01882714
n01882714\sketch_29.JPEG,850,749,151,643,105,545,n01882714
n01882714\sketch_3.JPEG,151,151,151,643,151,512,n01882714
n01882714\sketch_30.JPEG,863,383,151,584,917,572,n01882714
n01882714\sketch_31.JPEG,850,850,296,850,151,222,n01882714
n01882714\sketch_32.JPEG,618,968,725,36,246,572,n01882714
n01882714\sketch_33.JPEG,286,286,279,51,286,51,n01882714
n01882714\sketch_34.JPEG,850,549,921,749,921,591,n01882714
n01882714\sketch_35.JPEG,151,767,917,310,643,714,n01882714
n01882714\sketch_36.JPEG,549,549,896,545,545,673,n01882714
n01882714\sketch_37.JPEG,87,36,643,828,616,828,n01882714
n01882714\sketch_38.JPEG,361,359,356,850,359,340,n01882714
n01882714\sketch_39.JPEG,917,917,917,917,917,917,n01882714
n01882714\sketch_4.JPEG,335,363,105,103,335,43,n01882714
n01882714\sketch_40.JPEG,549,714,643,310,643,679,n01882714
n01882714\sketch_41.JPEG,335,105,105,103,105,43,n01882714
n01882714\sketch_42.JPEG,105,105,105,299,105,105,n01882714
n01882714\sketch_43.JPEG,850,359,359,150,364,709,n01882714
n01882714\sketch_44.JPEG,917,917,249,39,917,174,n01882714
n01882714\sketch_45.JPEG,610,610,111,111,610,111,n01882714
n01882714\sketch_46.JPEG,850,850,850,103,529,170,n01882714
n01882714\sketch_47.JPEG,850,298,378,362,105,172,n01882714
n01882714\sketch_48.JPEG,458,591,126,310,996,473,n01882714
n01882714\sketch_49.JPEG,863,850,365,354,674,855,n01882714
n01882714\sketch_5.JPEG,356,359,364,364,364,711,n01882714
n01882714\sketch_50.JPEG,291,291,105,9,105,261,n01882714
n01882714\sketch_6.JPEG,772,549,772,714,674,535,n01882714
n01882714\sketch_7.JPEG,365,335,105,105,105,850,n01882714
n01882714\sketch_8.JPEG,365,365,365,105,365,365,n01882714
n01882714\sketch_9.JPEG,850,850,850,850,850,850,n01882714
n01883070\sketch_0.JPEG,358,356,279,281,248,452,n01883070
n01883070\sketch_1.JPEG,296,336,106,279,106,331,n01883070
n01883070\sketch_10.JPEG,279,279,333,279,279,279,n01883070
n01883070\sketch_11.JPEG,106,106,362,106,106,281,n01883070
n01883070\sketch_12.JPEG,106,106,106,106,106,850,n01883070
n01883070\sketch_13.JPEG,549,643,767,443,714,535,n01883070
n01883070\sketch_14.JPEG,296,106,270,296,279,254,n01883070
n01883070\sketch_15.JPEG,356,203,279,749,203,999,n01883070
n01883070\sketch_16.JPEG,644,644,644,644,644,644,n01883070
n01883070\sketch_17.JPEG,584,396,643,584,793,679,n01883070
n01883070\sketch_18.JPEG,106,106,106,269,106,356,n01883070
n01883070\sketch_19.JPEG,591,110,361,111,160,279,n01883070
n01883070\sketch_2.JPEG,549,549,549,549,549,549,n01883070
n01883070\sketch_20.JPEG,106,106,106,106,363,51,n01883070
n01883070\sketch_21.JPEG,549,750,106,549,216,802,n01883070
n01883070\sketch_22.JPEG,337,337,338,337,337,336,n01883070
n01883070\sketch_23.JPEG,186,337,333,337,337,337,n01883070
n01883070\sketch_24.JPEG,719,572,107,719,876,719,n01883070
n01883070\sketch_25.JPEG,106,106,337,106,359,179,n01883070
n01883070\sketch_26.JPEG,549,767,714,643,232,535,n01883070
n01883070\sketch_27.JPEG,840,840,840,840,840,840,n01883070
n01883070\sketch_28.JPEG,541,710,107,917,51,414,n01883070
n01883070\sketch_29.JPEG,281,106,356,281,106,680,n01883070
n01883070\sketch_3.JPEG,106,106,106,51,106,341,n01883070
n01883070\sketch_30.JPEG,549,549,549,815,917,721,n01883070
n01883070\sketch_31.JPEG,106,106,363,363,363,793,n01883070
n01883070\sketch_32.JPEG,281,281,958,980,649,958,n01883070
n01883070\sketch_33.JPEG,360,279,269,326,106,24,n01883070
n01883070\sketch_34.JPEG,333,179,258,78,195,535,n01883070
n01883070\sketch_35.JPEG,359,359,358,728,248,279,n01883070
n01883070\sketch_36.JPEG,336,336,106,279,106,331,n01883070
n01883070\sketch_37.JPEG,549,549,549,549,549,549,n01883070
n01883070\sketch_38.JPEG,106,106,106,106,106,279,n01883070
n01883070\sketch_39.JPEG,106,106,106,341,106,279,n01883070
n01883070\sketch_4.JPEG,106,106,106,51,106,279,n01883070
n01883070\sketch_40.JPEG,298,359,280,357,359,850,n01883070
n01883070\sketch_41.JPEG,296,279,279,296,338,708,n01883070
n01883070\sketch_42.JPEG,51,363,363,363,363,51,n01883070
n01883070\sketch_43.JPEG,203,106,199,149,181,793,n01883070
n01883070\sketch_44.JPEG,337,334,357,334,337,334,n01883070
n01883070\sketch_45.JPEG,106,279,333,279,106,279,n01883070
n01883070\sketch_46.JPEG,106,106,106,106,106,183,n01883070
n01883070\sketch_47.JPEG,106,106,106,850,106,850,n01883070
n01883070\sketch_48.JPEG,767,643,111,78,714,535,n01883070
n01883070\sketch_49.JPEG,296,106,279,296,279,514,n01883070
n01883070\sketch_5.JPEG,359,298,298,357,298,850,n01883070
n01883070\sketch_50.JPEG,356,203,203,728,203,700,n01883070
n01883070\sketch_6.JPEG,296,296,279,296,279,254,n01883070
n01883070\sketch_7.JPEG,51,363,363,51,363,51,n01883070
n01883070\sketch_8.JPEG,850,106,106,149,181,793,n01883070
n01883070\sketch_9.JPEG,337,334,357,334,337,334,n01883070
n01910747\sketch_0.JPEG,107,107,107,107,107,828,n01910747
n01910747\sketch_1.JPEG,111,117,111,107,107,584,n01910747
n01910747\sketch_10.JPEG,549,549,549,549,549,591,n01910747
n01910747\sketch_11.JPEG,107,107,107,107,107,883,n01910747
n01910747\sketch_12.JPEG,316,916,107,107,107,549,n01910747
n01910747\sketch_13.JPEG,916,916,916,111,549,600,n01910747
n01910747\sketch_14.JPEG,107,107,107,600,107,488,n01910747
n01910747\sketch_15.JPEG,111,111,107,584,107,828,n01910747
n01910747\sketch_16.JPEG,549,549,600,549,971,828,n01910747
n01910747\sketch_17.JPEG,701,107,107,749,107,79,n01910747
n01910747\sketch_18.JPEG,111,111,111,701,772,828,n01910747
n01910747\sketch_19.JPEG,446,916,549,111,600,772,n01910747
n01910747\sketch_2.JPEG,549,868,600,549,610,512,n01910747
n01910747\sketch_20.JPEG,883,107,107,111,107,512,n01910747
n01910747\sketch_21.JPEG,549,111,111,111,610,772,n01910747
n01910747\sketch_22.JPEG,111,111,107,111,107,600,n01910747
n01910747\sketch_23.JPEG,107,107,107,749,107,840,n01910747
n01910747\sketch_24.JPEG,107,111,556,107,107,729,n01910747
n01910747\sketch_25.JPEG,549,916,921,917,721,721,n01910747
n01910747\sketch_26.JPEG,107,111,107,107,107,456,n01910747
n01910747\sketch_27.JPEG,111,111,107,619,818,70,n01910747
n01910747\sketch_28.JPEG,107,107,107,314,107,456,n01910747
n01910747\sketch_29.JPEG,107,107,107,772,107,600,n01910747
n01910747\sketch_3.JPEG,549,600,616,111,616,600,n01910747
n01910747\sketch_30.JPEG,111,488,107,107,107,883,n01910747
n01910747\sketch_31.JPEG,107,107,107,78,107,828,n01910747
n01910747\sketch_32.JPEG,549,111,71,644,549,512,n01910747
n01910747\sketch_33.JPEG,772,600,772,772,772,772,n01910747
n01910747\sketch_34.JPEG,111,111,107,111,107,679,n01910747
n01910747\sketch_35.JPEG,111,111,107,107,107,828,n01910747
n01910747\sketch_36.JPEG,107,107,107,523,107,772,n01910747
n01910747\sketch_37.JPEG,772,79,79,111,396,319,n01910747
n01910747\sketch_38.JPEG,79,111,107,111,107,600,n01910747
n01910747\sketch_39.JPEG,107,840,107,111,107,840,n01910747
n01910747\sketch_4.JPEG,107,111,111,111,512,117,n01910747
n01910747\sketch_40.JPEG,701,107,107,107,107,584,n01910747
n01910747\sketch_41.JPEG,721,566,107,619,566,488,n01910747
n01910747\sketch_42.JPEG,549,107,107,107,107,584,n01910747
n01910747\sketch_43.JPEG,107,107,107,107,107,749,n01910747
n01910747\sketch_44.JPEG,107,111,107,107,107,701,n01910747
n01910747\sketch_45.JPEG,107,107,107,107,107,968,n01910747
n01910747\sketch_46.JPEG,646,111,111,107,107,619,n01910747
n01910747\sketch_47.JPEG,646,111,646,107,111,835,n01910747
n01910747\sketch_48.JPEG,111,111,111,111,111,512,n01910747
n01910747\sketch_49.JPEG,549,499,549,549,549,549,n01910747
n01910747\sketch_5.JPEG,79,107,107,650,107,828,n01910747
n01910747\sketch_6.JPEG,107,107,107,107,107,405,n01910747
n01910747\sketch_7.JPEG,111,111,107,111,111,488,n01910747
n01910747\sketch_8.JPEG,111,111,111,111,111,111,n01910747
n01910747\sketch_9.JPEG,111,111,584,111,107,549,n01910747
n01914609\sketch_0.JPEG,549,916,549,549,549,549,n01914609
n01914609\sketch_1.JPEG,328,334,968,650,991,677,n01914609
n01914609\sketch_10.JPEG,549,115,549,549,549,721,n01914609
n01914609\sketch_11.JPEG,646,110,549,549,828,677,n01914609
n01914609\sketch_12.JPEG,549,828,828,549,813,828,n01914609
n01914609\sketch_13.JPEG,549,916,549,549,549,922,n01914609
n01914609\sketch_14.JPEG,721,892,117,584,117,584,n01914609
n01914609\sketch_15.JPEG,916,916,922,916,916,917,n01914609
n01914609\sketch_16.JPEG,549,111,549,549,23,868,n01914609
n01914609\sketch_17.JPEG,549,549,746,714,746,549,n01914609
n01914609\sketch_18.JPEG,916,916,917,549,916,647,n01914609
n01914609\sketch_19.JPEG,591,591,591,883,591,584,n01914609
n01914609\sketch_2.JPEG,111,111,556,973,108,968,n01914609
n01914609\sketch_20.JPEG,117,110,108,643,108,584,n01914609
n01914609\sketch_21.JPEG,549,584,549,549,892,883,n01914609
n01914609\sketch_22.JPEG,549,111,111,549,549,549,n01914609
n01914609\sketch_23.JPEG,549,549,549,549,584,549,n01914609
n01914609\sketch_24.JPEG,549,549,892,556,815,721,n01914609
n01914609\sketch_25.JPEG,646,611,111,111,549,443,n01914609
n01914609\sketch_26.JPEG,549,584,591,584,584,584,n01914609
n01914609\sketch_27.JPEG,714,804,700,714,714,714,n01914609
n01914609\sketch_28.JPEG,549,584,490,611,490,584,n01914609
n01914609\sketch_29.JPEG,646,611,111,611,549,443,n01914609
n01914609\sketch_3.JPEG,883,892,883,883,883,883,n01914609
n01914609\sketch_30.JPEG,646,646,111,111,549,443,n01914609
n01914609\sketch_31.JPEG,616,616,616,616,616,755,n01914609
n01914609\sketch_32.JPEG,108,108,108,69,108,328,n01914609
n01914609\sketch_33.JPEG,79,73,600,111,815,721,n01914609
n01914609\sketch_34.JPEG,549,646,549,549,446,721,n01914609
n01914609\sketch_35.JPEG,883,824,883,883,857,883,n01914609
n01914609\sketch_36.JPEG,611,611,611,556,499,917,n01914609
n01914609\sketch_37.JPEG,549,549,591,549,868,584,n01914609
n01914609\sketch_38.JPEG,549,549,591,611,489,584,n01914609
n01914609\sketch_39.JPEG,584,396,327,584,584,584,n01914609
n01914609\sketch_4.JPEG,549,111,549,111,108,721,n01914609
n01914609\sketch_40.JPEG,117,117,117,117,828,677,n01914609
n01914609\sketch_41.JPEG,396,584,117,396,396,892,n01914609
n01914609\sketch_42.JPEG,549,549,549,549,549,549,n01914609
n01914609\sketch_43.JPEG,991,490,968,840,991,677,n01914609
n01914609\sketch_44.JPEG,111,111,556,600,108,968,n01914609
n01914609\sketch_45.JPEG,883,892,883,883,883,117,n01914609
n01914609\sketch_46.JPEG,549,111,549,79,108,549,n01914609
n01914609\sketch_47.JPEG,549,646,917,488,549,721,n01914609
n01914609\sketch_48.JPEG,772,916,584,883,916,772,n01914609
n01914609\sketch_49.JPEG,549,584,490,611,490,584,n01914609
n01914609\sketch_5.JPEG,549,646,549,611,549,721,n01914609
n01914609\sketch_50.JPEG,328,328,328,328,958,328,n01914609
n01914609\sketch_6.JPEG,916,916,549,916,916,772,n01914609
n01914609\sketch_7.JPEG,549,584,490,611,490,584,n01914609
n01914609\sketch_8.JPEG,328,328,328,328,562,328,n01914609
n01914609\sketch_9.JPEG,623,623,600,623,111,868,n01914609
n01917289\sketch_0.JPEG,646,109,109,109,109,446,n01917289
n01917289\sketch_1.JPEG,109,109,109,109,109,883,n01917289
n01917289\sketch_10.JPEG,109,109,109,109,109,490,n01917289
n01917289\sketch_11.JPEG,584,611,111,512,916,921,n01917289
n01917289\sketch_12.JPEG,111,111,111,111,921,556,n01917289
n01917289\sketch_13.JPEG,584,584,109,584,584,584,n01917289
n01917289\sketch_14.JPEG,868,883,117,584,340,842,n01917289
n01917289\sketch_15.JPEG,824,956,506,109,117,60,n01917289
n01917289\sketch_16.JPEG,109,109,109,109,109,464,n01917289
n01917289\sketch_17.JPEG,584,109,109,109,109,584,n01917289
n01917289\sketch_18.JPEG,721,464,464,556,944,721,n01917289
n01917289\sketch_19.JPEG,855,109,109,116,109,414,n01917289
n01917289\sketch_2.JPEG,721,464,464,883,539,623,n01917289
n01917289\sketch_20.JPEG,646,646,646,433,640,640,n01917289
n01917289\sketch_21.JPEG,646,109,109,109,109,721,n01917289
n01917289\sketch_22.JPEG,109,109,109,911,109,117,n01917289
n01917289\sketch_23.JPEG,109,5,109,328,109,109,n01917289
n01917289\sketch_24.JPEG,109,109,109,109,109,640,n01917289
n01917289\sketch_25.JPEG,646,109,109,109,610,464,n01917289
n01917289\sketch_26.JPEG,109,109,109,109,109,69,n01917289
n01917289\sketch_27.JPEG,584,767,111,512,916,767,n01917289
n01917289\sketch_28.JPEG,111,111,111,111,921,921,n01917289
n01917289\sketch_29.JPEG,584,584,109,793,584,936,n01917289
n01917289\sketch_3.JPEG,109,328,109,824,109,414,n01917289
n01917289\sketch_30.JPEG,868,883,117,584,996,505,n01917289
n01917289\sketch_31.JPEG,824,109,506,109,117,584,n01917289
n01917289\sketch_32.JPEG,646,109,109,109,109,446,n01917289
n01917289\sketch_33.JPEG,109,109,109,109,109,584,n01917289
n01917289\sketch_34.JPEG,893,464,968,584,464,968,n01917289
n01917289\sketch_35.JPEG,911,457,452,824,452,787,n01917289
n01917289\sketch_36.JPEG,646,646,646,577,640,787,n01917289
n01917289\sketch_37.JPEG,646,646,109,111,5,883,n01917289
n01917289\sketch_38.JPEG,109,993,109,936,109,936,n01917289
n01917289\sketch_39.JPEG,109,109,109,109,109,109,n01917289
n01917289\sketch_4.JPEG,646,646,646,538,640,584,n01917289
n01917289\sketch_40.JPEG,109,109,109,109,109,109,n01917289
n01917289\sketch_41.JPEG,646,109,109,5,610,464,n01917289
n01917289\sketch_42.JPEG,109,109,109,109,109,640,n01917289
n01917289\sketch_43.JPEG,611,626,488,787,610,549,n01917289
n01917289\sketch_44.JPEG,111,111,111,111,921,921,n01917289
n01917289\sketch_45.JPEG,584,464,968,659,610,968,n01917289
n01917289\sketch_46.JPEG,892,855,117,584,340,842,n01917289
n01917289\sketch_47.JPEG,109,452,793,109,109,793,n01917289
n01917289\sketch_48.JPEG,646,109,109,109,109,464,n01917289
n01917289\sketch_49.JPEG,109,109,109,109,584,584,n01917289
n01917289\sketch_5.JPEG,109,109,109,111,109,464,n01917289
n01917289\sketch_50.JPEG,549,464,725,584,917,968,n01917289
n01917289\sketch_6.JPEG,109,993,109,911,109,109,n01917289
n01917289\sketch_7.JPEG,109,5,109,793,109,109,n01917289
n01917289\sketch_8.JPEG,109,109,109,109,109,109,n01917289
n01917289\sketch_9.JPEG,646,109,109,109,610,464,n01917289
n01924916\sketch_0.JPEG,326,606,111,111,606,818,n01924916
n01924916\sketch_1.JPEG,584,772,111,111,623,513,n01924916
n01924916\sketch_10.JPEG,673,772,673,772,600,535,n01924916
n01924916\sketch_11.JPEG,111,784,111,389,111,512,n01924916
n01924916\sketch_12.JPEG,111,111,111,111,111,443,n01924916
n01924916\sketch_13.JPEG,111,111,111,111,111,111,n01924916
n01924916\sketch_14.JPEG,111,111,111,111,111,512,n01924916
n01924916\sketch_15.JPEG,591,772,988,310,679,679,n01924916
n01924916\sketch_16.JPEG,111,111,78,111,78,968,n01924916
n01924916\sketch_17.JPEG,111,111,111,111,111,892,n01924916
n01924916\sketch_18.JPEG,326,606,111,111,606,855,n01924916
n01924916\sketch_19.JPEG,584,549,111,916,549,776,n01924916
n01924916\sketch_2.JPEG,772,111,316,111,316,513,n01924916
n01924916\sketch_20.JPEG,772,111,316,111,316,513,n01924916
n01924916\sketch_21.JPEG,851,626,626,626,446,626,n01924916
n01924916\sketch_22.JPEG,111,111,111,111,111,855,n01924916
n01924916\sketch_23.JPEG,111,600,600,111,111,111,n01924916
n01924916\sketch_24.JPEG,111,111,111,111,111,549,n01924916
n01924916\sketch_25.JPEG,623,111,111,111,600,545,n01924916
n01924916\sketch_26.JPEG,111,111,111,600,596,714,n01924916
n01924916\sketch_27.JPEG,111,111,111,111,111,623,n01924916
n01924916\sketch_28.JPEG,673,772,772,473,600,535,n01924916
n01924916\sketch_29.JPEG,784,114,111,389,784,828,n01924916
n01924916\sketch_3.JPEG,851,626,446,446,446,771,n01924916
n01924916\sketch_30.JPEG,111,110,111,111,111,714,n01924916
n01924916\sketch_31.JPEG,111,111,111,111,111,111,n01924916
n01924916\sketch_32.JPEG,111,111,111,111,111,512,n01924916
n01924916\sketch_33.JPEG,591,591,937,310,679,679,n01924916
n01924916\sketch_34.JPEG,111,111,725,111,78,725,n01924916
n01924916\sketch_35.JPEG,111,111,111,79,79,714,n01924916
n01924916\sketch_36.JPEG,111,111,111,111,606,818,n01924916
n01924916\sketch_37.JPEG,584,499,606,606,549,776,n01924916
n01924916\sketch_38.JPEG,418,111,316,126,749,513,n01924916
n01924916\sketch_39.JPEG,851,626,446,446,626,409,n01924916
n01924916\sketch_4.JPEG,111,111,111,452,111,855,n01924916
n01924916\sketch_40.JPEG,443,111,111,111,111,883,n01924916
n01924916\sketch_41.JPEG,111,600,600,111,111,111,n01924916
n01924916\sketch_42.JPEG,111,916,111,111,549,549,n01924916
n01924916\sketch_43.JPEG,111,111,111,623,499,818,n01924916
n01924916\sketch_44.JPEG,111,111,111,600,23,902,n01924916
n01924916\sketch_45.JPEG,111,111,111,824,111,399,n01924916
n01924916\sketch_46.JPEG,673,772,473,823,473,535,n01924916
n01924916\sketch_47.JPEG,680,784,111,390,389,828,n01924916
n01924916\sketch_48.JPEG,111,111,111,111,111,111,n01924916
n01924916\sketch_49.JPEG,111,111,111,111,111,111,n01924916
n01924916\sketch_5.JPEG,111,600,600,111,111,111,n01924916
n01924916\sketch_50.JPEG,111,111,111,111,111,512,n01924916
n01924916\sketch_6.JPEG,111,111,111,111,111,549,n01924916
n01924916\sketch_7.JPEG,111,111,111,600,596,828,n01924916
n01924916\sketch_8.JPEG,111,111,111,600,111,714,n01924916
n01924916\sketch_9.JPEG,111,111,111,111,111,623,n01924916
n01930112\sketch_0.JPEG,798,111,405,769,769,798,n01930112
n01930112\sketch_1.JPEG,111,111,111,111,111,600,n01930112
n01930112\sketch_10.JPEG,111,111,111,111,777,968,n01930112
n01930112\sketch_11.JPEG,111,111,111,111,111,902,n01930112
n01930112\sketch_12.JPEG,111,111,111,111,111,600,n01930112
n01930112\sketch_13.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_14.JPEG,111,111,111,111,111,861,n01930112
n01930112\sketch_15.JPEG,600,777,777,600,399,783,n01930112
n01930112\sketch_16.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_17.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_18.JPEG,111,111,821,111,111,701,n01930112
n01930112\sketch_19.JPEG,111,111,111,111,111,451,n01930112
n01930112\sketch_2.JPEG,111,111,111,111,111,405,n01930112
n01930112\sketch_20.JPEG,798,769,405,111,769,798,n01930112
n01930112\sketch_21.JPEG,111,111,111,111,111,922,n01930112
n01930112\sketch_22.JPEG,111,111,111,111,111,405,n01930112
n01930112\sketch_23.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_24.JPEG,111,79,111,111,111,749,n01930112
n01930112\sketch_25.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_26.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_27.JPEG,499,477,477,456,499,772,n01930112
n01930112\sketch_28.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_29.JPEG,688,916,600,111,111,409,n01930112
n01930112\sketch_3.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_30.JPEG,111,111,111,111,777,999,n01930112
n01930112\sketch_31.JPEG,111,111,111,111,111,512,n01930112
n01930112\sketch_32.JPEG,111,111,111,111,111,600,n01930112
n01930112\sketch_33.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_34.JPEG,111,111,111,111,111,861,n01930112
n01930112\sketch_35.JPEG,623,777,777,600,769,783,n01930112
n01930112\sketch_36.JPEG,111,111,111,111,111,600,n01930112
n01930112\sketch_37.JPEG,111,111,111,111,111,600,n01930112
n01930112\sketch_38.JPEG,111,111,111,111,111,821,n01930112
n01930112\sketch_39.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_4.JPEG,111,79,111,111,79,851,n01930112
n01930112\sketch_40.JPEG,418,111,769,111,769,798,n01930112
n01930112\sketch_41.JPEG,111,111,111,111,111,512,n01930112
n01930112\sketch_42.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_43.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_44.JPEG,111,111,111,111,111,677,n01930112
n01930112\sketch_45.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_46.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_47.JPEG,477,584,477,499,499,772,n01930112
n01930112\sketch_48.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_49.JPEG,872,600,600,600,600,600,n01930112
n01930112\sketch_5.JPEG,111,111,111,111,111,111,n01930112
n01930112\sketch_50.JPEG,111,111,111,111,777,488,n01930112
n01930112\sketch_6.JPEG,111,111,111,111,111,111,n01930112
